Nom API,ID Datapass,ID API,Public Cible,Eligible,phrase,CTA,Texte du CTA,Notes
API Mandataires sociaux - Infogreffe | Bouquet API Entreprise,,22d98a12-917a-4a66-9e41-0fb0614a4337,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Mandataires sociaux - Infogreffe | Bouquet API Entreprise,,22d98a12-917a-4a66-9e41-0fb0614a4337,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Données associations - DJEPVA | Bouquet API Entreprise,,e0311793-23e0-484a-bb64-b7dd5f2fef49,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Données associations - DJEPVA | Bouquet API Entreprise,,e0311793-23e0-484a-bb64-b7dd5f2fef49,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Données associations - DJEPVA | Bouquet API Entreprise,,e0311793-23e0-484a-bb64-b7dd5f2fef49,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Effectifs annuels d'une unité légale - GIP MDS | Bouquet API Entreprise,,00e6777e-bf11-4428-bd50-4e29e235b059,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Effectifs annuels d'une unité légale - GIP MDS | Bouquet API Entreprise,,00e6777e-bf11-4428-bd50-4e29e235b059,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Effectifs annuels d'une unité légale - GIP MDS | Bouquet API Entreprise,,00e6777e-bf11-4428-bd50-4e29e235b059,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Effectifs mensuels d'un établissement - GIP MDS | Bouquet API Entreprise,,cf50cd5b-5e0d-48de-bdef-a0485bfad253,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Effectifs mensuels d'un établissement - GIP MDS | Bouquet API Entreprise,,cf50cd5b-5e0d-48de-bdef-a0485bfad253,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Effectifs mensuels d'un établissement - GIP MDS | Bouquet API Entreprise,,cf50cd5b-5e0d-48de-bdef-a0485bfad253,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Chiffre d'affaires - DGFIP | Bouquet API Entreprise,,4ea8757b-62fb-49ab-ba08-bca2a8afc918,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Chiffre d'affaires - DGFIP | Bouquet API Entreprise,,4ea8757b-62fb-49ab-ba08-bca2a8afc918,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Chiffre d'affaires - DGFIP | Bouquet API Entreprise,,4ea8757b-62fb-49ab-ba08-bca2a8afc918,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API 3 derniers bilans annuels - Banque de France | Bouquet API Entreprise,,a6cf077f-113c-4e13-b1fc-c819f979fcbc,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API 3 derniers bilans annuels - Banque de France | Bouquet API Entreprise,,a6cf077f-113c-4e13-b1fc-c819f979fcbc,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API 3 derniers bilans annuels - Banque de France | Bouquet API Entreprise,,a6cf077f-113c-4e13-b1fc-c819f979fcbc,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Liasses fiscales - DGFIP | Bouquet API Entreprise,,cff306c7-9b64-4107-bcd7-cf098cc1c98c,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Liasses fiscales - DGFIP | Bouquet API Entreprise,,cff306c7-9b64-4107-bcd7-cf098cc1c98c,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Liasses fiscales - DGFIP | Bouquet API Entreprise,,cff306c7-9b64-4107-bcd7-cf098cc1c98c,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Attestation fiscale - DGFIP | Bouquet API Entreprise,,8d1f77fe-de61-4568-8773-7180f01021a5,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Attestation fiscale - DGFIP | Bouquet API Entreprise,,8d1f77fe-de61-4568-8773-7180f01021a5,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Attestation fiscale - DGFIP | Bouquet API Entreprise,,8d1f77fe-de61-4568-8773-7180f01021a5,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Attestation de vigilance - Urssaf | Bouquet API Entreprise,,357b3be5-6d02-4267-96ca-3ec006257316,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
,,,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Attestation de vigilance - Urssaf | Bouquet API Entreprise,,357b3be5-6d02-4267-96ca-3ec006257316,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Conformité cotisations de sécurité sociale agricole - MSA | Bouquet API Entreprise,,ad47394c-0104-4f6c-9e5e-988e2dd1c25a,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Conformité cotisations de sécurité sociale agricole - MSA | Bouquet API Entreprise,,ad47394c-0104-4f6c-9e5e-988e2dd1c25a,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Conformité cotisations de sécurité sociale agricole - MSA | Bouquet API Entreprise,,ad47394c-0104-4f6c-9e5e-988e2dd1c25a,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Conformité cotisations retraite complémentaire - ProBTP | Bouquet API Entreprise,,9ff3d93b-7a15-4618-a864-0aa266c3aaca,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Conformité cotisations retraite complémentaire - ProBTP | Bouquet API Entreprise,,9ff3d93b-7a15-4618-a864-0aa266c3aaca,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
API Conformité cotisations retraite complémentaire - ProBTP | Bouquet API Entreprise,,9ff3d93b-7a15-4618-a864-0aa266c3aaca,entreprise ou association,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.

**Si vous êtes éditeur de logiciel pour des acteurs publics pour simplifier les démarches des entreprises/associations**, alors vous êtes éligible à intégrer l'API Entreprise pour la mettre à disposition de vos client publics **uniquement**. 

      - Pour vérifier que votre logiciel correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...) ;
      - Pour vous assurer que les API répondent aux besoins de vos clients publics, consultez le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External> ;

      ⚠️ **En tant que prestataire technique d’une entité administrative, si votre demande d'habilitation aboutit, vous ne serez pas habilité à recevoir les données issues de l'API Entreprise**, mais uniquement habilité à intégrer et gérer techniquement l'API pour votre client public. 

**Veuillez déposer votre demande ""Spécifique éditeur"" en suivant ce lien : https://datapass.api.gouv.fr/api-entreprise?demarche=editeur**",,,
API Certificat cotisations congés pays et chômage intempéries - CIBTP | Bouquet API Entreprise,,486e7ce1-407e-403f-98f0-4285d37f699c,particulier,Non,"Vous n’êtes pas autorisé à accéder aux données de cette API. L’usage de l’API Entreprise est uniquement reservé aux acteurs publics : les administrations, les collectivités, leurs opérateurs, les acteurs de santé, etc.",,,
API Certificat cotisations congés pays et chômage intempéries - CIBTP | Bouquet API Entreprise,,486e7ce1-407e-403f-98f0-4285d37f699c,collectivité ou administration,Oui,"      Que vous soyez une collectivité, une administration centrale, un organisme ayant le statut spécifique _« chargé d'une mission ou délégataire de service public »_, vous êtes éligible à l'utilisation de l'API Entreprise.  

      **Si votre cadre légal le justifie**, l’API Entreprise vous permet d’accéder directement aux données administratives des entreprises et des associations pour faciliter leurs démarches.
      - Pour vérifier que votre besoin correspond aux utilisations justifiant l'API Entreprise, consultez nos différents <External href=""https://entreprise.api.gouv.fr/cas_usages"">cas d'usages</External> (marchés publics, aides et subventions, portail GRU...)
      - Pour vérifier si nous distribuons les données dont vos démarches ont besoin, veuillez consulter le <External href=""https://entreprise.api.gouv.fr/catalogue"">catalogue des API</External>.

      <Button href='https://datapass.api.gouv.fr/api-entreprise'>Demander une habilitation API Entreprise</Button>",,,
